query,source,impressions,clicks,ctr,position,already_covered,matched_slug,score
facial cairns,search_console,42,0,0,74.79,False,,67.2
dermaplaning cairns,search_console,24,0,0,59.29,False,,38.4
bbl for sun damage wilmington nc,search_console,10,0,0,85.4,False,,16.0
laser clinics cairns central,search_console,12,0,0,16.08,False,,14.19
cairns facials,search_console,8,0,0,68.5,False,,12.8
skin needling results,search_console,74,0,0,68.22,True,fractional-rf,11.84
laser clinics cairns,search_console,8,0,0,22.75,False,,11.06
skin needling cairns,search_console,71,0,0,26.06,True,skin-needling,10.52
laser clinics australia cairns,search_console,6,0,0,42.33,False,,9.6
laser cairns central,search_console,8,0,0,11.75,False,,8.42
skin treatment cairns,search_console,42,0,0,69.07,True,what-to-avoid-on-skin-after-treatment-in-humidity,6.72
cairns facial,search_console,4,0,0,73.5,False,,6.4
cairns laser,search_console,4,0,0,67.75,False,,6.4
skin care cairns,search_console,40,0,0,76.65,True,dermatologist-vs-cosmetic-skin-clinic-cairns,6.4
rejuran cairns,search_console,55,1,0.0182,14.11,True,rejuran,5.58
fractional rf lasers,search_console,34,0,0,58.88,True,fractional-rf,5.44
rf fractional lasers,search_console,34,0,0,56.88,True,fractional-rf,5.44
microneedling cairns,search_console,4,0,0,14.5,False,,4.54
skin needling for acne,search_console,27,0,0,82,True,does-skin-needling-help-acne-scarring,4.32
rf fractional machine,search_console,24,0,0,24.54,True,fractional-rf,3.45
rf fractional machines,search_console,21,0,0,29.33,True,fractional-rf,3.32
cairns laser clinics,search_console,2,0,0,32,False,,3.2
facials in cairns,search_console,2,0,0,65,False,,3.2
hydrafacial cairns,search_console,2,0,0,71,False,,3.2
perioral discoloration,search_console,2,0,0,71,False,,3.2
what is skin needling,search_console,18,0,0,82.67,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.88
skin treatments cairns,search_console,17,0,0,61.18,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.72
fractional rf machines,search_console,16,0,0,39.12,True,fractional-rf,2.56
07 4015 2917,search_console,3,0,0,3.67,False,,2.43
fractional rf laser device,search_console,15,0,0,57,True,fractional-rf,2.4
rejuran skin therapy in cairns,search_console,22,0,0,11.41,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.29
cairns skin clinic,search_console,14,0,0,65.43,True,dermatologist-vs-cosmetic-skin-clinic-cairns,2.24
rf fractional laser device,search_console,14,0,0,46.93,True,fractional-rf,2.24
fractional rf laser devices,search_console,13,0,0,40.92,True,fractional-rf,2.08
rejuran polynucleotide,search_console,13,0,0,76.69,True,rejuran,2.08
skin care centre cairns,search_console,11,0,0,56.45,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.76
laser clinic cairns central,search_console,16,0,0,11.25,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.66
bbl sunspots,search_console,1,0,0,66,False,,1.6
black ring around lips,search_console,1,0,0,79,False,,1.6
broad band light,search_console,1,0,0,87,False,,1.6
can tanning even out hyperpigmentation,search_console,1,0,0,48,False,,1.6
can you take melanin to tan,search_console,1,0,0,46,False,,1.6
co2 laser cairns,search_console,1,0,0,63,False,,1.6
facials cairns,search_console,1,0,0,64,False,,1.6
hyperpigmentation near lips,search_console,1,0,0,82,False,,1.6
kleresca before and after,search_console,1,0,0,49,False,,1.6
laser cairns,search_console,1,0,0,46,False,,1.6
microneedling for scars,search_console,1,0,0,74,False,,1.6
needling scars,search_console,1,0,0,82,False,,1.6
sensitive skin vs rosacea,search_console,1,0,0,84,False,,1.6
skinneedling,search_console,1,0,0,95,False,,1.6
cairns clear skin,search_console,9,0,0,47.22,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.44
cairns skin care,search_console,9,0,0,76.22,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.44
pigmentation meaning,search_console,9,0,0,87.33,True,pigmentation,1.44
rejuran injection,search_console,9,0,0,68.89,True,rejuran,1.44
skin needling benefits,search_console,9,0,0,85,True,skin-needling,1.44
cairns skin centre,search_console,8,0,0,56.75,True,dermatologist-vs-cosmetic-skin-clinic-cairns,1.28
laser hair removal cairns,search_console,8,0,0,65.88,True,is-laser-hair-removal-safe-on-tanned-skin,1.28
fractional rf laser machine,search_console,7,0,0,30,True,fractional-rf,1.12
scar treatment cairns,search_console,7,0,0,35.86,True,what-to-avoid-on-skin-after-treatment-in-humidity,1.12
rejuran treatment,search_console,7,0,0,26.71,True,rejuran,1.05
aqua facial benefits,search_console,1,0,0,11,False,,1.03
laser clinics australia - cairns central,search_console,1,0,0,11,False,,1.03
bbl laser clinic,search_console,1,0,0,9,False,,0.97
clear skin cairns,search_console,6,0,0,50.33,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.96
laser clinic cairns,search_console,6,0,0,31,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.96
skin clinic cairns,search_console,6,0,0,69.17,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.96
rf fractional laser,search_console,5,0,0,52.8,True,fractional-rf,0.8
skin clinics cairns,search_console,5,0,0,80.8,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.8
what is rejuran treatment,search_console,5,0,0,66.2,True,what-if-pigmentation-treatment-makes-it-worse,0.8
difference between melasma and sun spots,search_console,4,0,0,72.75,True,pigmentation-vs-melasma,0.64
laser clinic australia cairns,search_console,4,0,0,37.5,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.64
rf fractional skin resurfacing,search_console,4,0,0,66.25,True,fractional-rf,0.64
skin needling for acne scars,search_console,4,0,0,84,True,does-skin-needling-help-acne-scarring,0.64
what does skin needling do,search_console,4,0,0,82.75,True,does-skin-needling-help-acne-scarring,0.64
what is broadband light therapy,search_console,4,0,0,62,True,bbl,0.64
aquafacial,search_console,4,0,0,23,True,aquafacial-vs-microdermabrasion,0.56
bbl light treatment,search_console,3,0,0,91,True,bbl,0.48
benefits of skin needling,search_console,3,0,0,72,True,skin-needling,0.48
cairns laser clinic,search_console,3,0,0,51,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.48
collagen induction therapy for acne scars,search_console,3,0,0,88.33,True,acne-scarring,0.48
fractional rf laser,search_console,3,0,0,96.33,True,fractional-rf,0.48
skin needling acne scars,search_console,3,0,0,76.67,True,does-skin-needling-help-acne-scarring,0.48
advanced skin rejuvenation treatments in cairns,search_console,2,0,0,65.5,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.32
difference between tan and pigmentation,search_console,2,0,0,62.5,True,pigmentation-vs-melasma,0.32
fractional rf technology,search_console,2,0,0,49,True,fractional-rf,0.32
is pigmentation and tanning same,search_console,2,0,0,83.5,True,pigmentation,0.32
melasma or pigmentation,search_console,2,0,0,92,True,pigmentation-vs-melasma,0.32
melasma vs pigmentation,search_console,2,0,0,90.5,True,pigmentation-vs-melasma,0.32
perioral pigmentation,search_console,2,0,0,58.5,True,what-causes-pigmentation-around-the-mouth,0.32
redness and,search_console,2,0,0,89.5,True,redness-rosacea,0.32
rejuran ashburton,search_console,2,0,0,84,True,rejuran,0.32
rejuran benefits for skin,search_console,2,0,0,42,True,what-is-rejuran,0.32
rough skin,search_console,2,0,0,73.5,True,rough-dry-skin,0.32
skin needling for scars,search_console,2,0,0,69.5,True,does-skin-needling-help-acne-scarring,0.32
what is broadband light,search_console,2,0,0,72,True,bbl,0.32
what is pigmentation,search_console,2,0,0,98.5,True,pigmentation-vs-melasma,0.32
whats skin needling,search_console,2,0,0,82.5,True,does-skin-needling-help-acne-scarring,0.32
kleresca rosacea treatment,search_console,2,0,0,27.5,True,kleresca-rosacea,0.31
rejuran what is it,search_console,2,0,0,25.5,True,what-is-rejuran,0.29
rejuran laser clinics,search_console,2,0,0,8,True,rejuran,0.19
aqua microdermabrasion,search_console,2,0,0,5,True,microdermabrasion,0.17
bbl broadband light,search_console,1,0,0,72,True,bbl,0.16
bbl for pigmentation,search_console,1,0,0,80,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl for sun damage,search_console,1,0,0,84,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl light therapy,search_console,1,0,0,84,True,led-light-therapy,0.16
bbl pigmentation,search_console,1,0,0,83,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
bbl sun damage,search_console,1,0,0,75,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
benefits skin needling,search_console,1,0,0,87,True,skin-needling,0.16
broadband light,search_console,1,0,0,73,True,bbl,0.16
broadband light therapy,search_console,1,0,0,72,True,bbl,0.16
broadband light treatment,search_console,1,0,0,69,True,bbl,0.16
collagen induction therapy acne scars,search_console,1,0,0,97,True,acne-scarring,0.16
croydon laser and skin clinic,search_console,1,0,0,62,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
dark skin around mouth,search_console,1,0,0,42,True,what-causes-pigmentation-around-the-mouth,0.16
dark spots under lips,search_console,1,0,0,72,True,what-if-pigmentation-treatment-makes-it-worse,0.16
does skin needling work,search_console,1,0,0,85,True,does-skin-needling-help-acne-scarring,0.16
fractional rf,search_console,1,0,0,100,True,fractional-rf,0.16
fractional rf skin resurfacing,search_console,1,0,0,55,True,fractional-rf,0.16
hydroquinone cream,search_console,1,0,0,98,True,is-hydroquinone-cream-safe-for-pigmentation,0.16
hyperpigmentation around mouth,search_console,1,0,0,38,True,what-causes-pigmentation-around-the-mouth,0.16
is tan and pigmentation same,search_console,1,0,0,76,True,pigmentation,0.16
kleresca,search_console,1,0,0,48,True,what-is-kleresca-and-how-does-it-help-rosacea,0.16
kleresca treatment,search_console,1,0,0,40,True,kleresca-rosacea,0.16
meaning of pigmentation,search_console,1,0,0,75,True,pigmentation,0.16
melasma melasma,search_console,1,0,0,96,True,pigmentation-vs-melasma,0.16
melasma vs sun spots,search_console,1,0,0,79,True,melanopro-peel,0.16
microdermabrasion cairns,search_console,1,0,0,46,True,microdermabrasion,0.16
pigmentation vs tan,search_console,1,0,0,65,True,can-bbl-treat-sun-damage-and-pigmentation,0.16
pigmentation vs tanning,search_console,1,0,0,38,True,pigmentation,0.16
redness and rosacea,search_console,1,0,0,98,True,redness-rosacea,0.16
redness of skin,search_console,1,0,0,100,True,bbl,0.16
rejuran,search_console,1,0,0,68,True,what-is-rejuran,0.16
rejuran filler,search_console,1,0,0,40,True,rejuran,0.16
rejuran skin treatment,search_console,1,0,0,35,True,rejuran,0.16
rejuran treatments,search_console,1,0,0,30,True,rejuran,0.16
rosacea vs redness,search_console,1,0,0,83,True,redness-rosacea,0.16
skin needling what is it,search_console,1,0,0,84,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.16
what does rejuran do,search_console,1,0,0,65,True,what-does-pigmentation-mean,0.16
what is rejuran,search_console,1,0,0,45,True,what-is-rejuran,0.16
why do i have hyperpigmentation around my mouth,search_console,1,0,0,85,True,what-causes-pigmentation-around-the-mouth,0.16
why do i have pigmentation around my mouth,search_console,1,0,0,78,True,what-causes-pigmentation-around-the-mouth,0.16
what is aqua facial treatment,search_console,1,0,0,27,True,what-if-pigmentation-treatment-makes-it-worse,0.15
aquafacial benefits,search_console,1,0,0,16,True,what-are-the-real-benefits-of-an-aquafacial,0.12
why is my skin darker around my mouth,search_console,1,0,0,11,True,what-causes-pigmentation-around-the-mouth,0.1
kleresca rosacea,search_console,1,0,0,10,True,what-is-kleresca-and-how-does-it-help-rosacea,0.1
cairns laser clinic cairns central,search_console,1,0,0,9,True,dermatologist-vs-cosmetic-skin-clinic-cairns,0.1
rejuran for skin texture,search_console,1,0,0,2,True,what-is-rejuran,0.08
rejuran clinical studies,search_console,1,0,0,1,True,rejuran,0.07
